,artists,genres
30691,Vinicio Capossela,"[""canzone d'autore"", 'folk rock italiano', 'italian adult pop', 'italian alternative']"
30692,Vinnie Colaiuta,"['jazz drums', 'jazz fusion', 'rock drums']"
30693,Vinnie Vincent Invasion,"['glam metal', 'hard rock', 'sleaze rock']"
30695,Vino Nuevo,"['adoracion', 'latin christian', 'latin worship']"
30701,Vintage Culture,['brazilian edm']
30702,Vinyl Theatre,"['hopebeat', 'indie poptimism', 'indie rockism', 'modern alternative rock', 'modern rock']"
30703,Vinícius de Moraes,"['bossa nova', 'mpb', 'samba']"
30704,Viola,"['english indie rock', 'modern rock', 'rock', 'warrington indie']"
30706,Violent Femmes,"['acoustic punk', 'alternative rock', 'dance rock', 'rock']"
30708,Violi,"['bow pop', 'pop violin']"
30713,Virgil Thomson,"['american modern classical', 'contemporary classical', 'early modern classical', 'neoclassicism']"
30718,Virginia Lopez,"['bolero', 'bolero mexicano', 'mexican rock-and-roll', 'ranchera']"
30722,Virlan Garcia,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
30725,Virtual Light,['full on']
30726,Virtual Minimal,['berlin minimal techno']
30727,Virtual Self,"['edm', 'future bass']"
30728,Virus,"['dark trap', 'emo rap', 'phonk']"
30729,Visage,"['dance rock', 'early synthpop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
30730,Vishal Dadlani,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']"
30733,Vishwanath Bagul,['marathi traditional']
30734,Vision,"['antiviral pop', 'social media pop']"
30736,Visionaries,"['abstract hip hop', 'alternative hip hop', 'turntablism', 'underground rap']"
30738,Vita,"['bow pop', 'classify']"
30740,Vitalij Kuprij,['neo classical metal']
30741,Vitamin C,"['dance pop', 'europop']"
30742,Vitamin String Quartet,"['bow pop', 'classify']"
30744,Vitas,['meme rap']
30745,Viti Ruiz,['salsa']
30746,Vitin Aviles,['salsa international']
30749,Vitodito,"['italian trance', 'progressive uplifting trance']"
30751,Vittorio De Sica,['vintage italian pop']
30753,Vittorio Gui,['opera']
30756,Vivabeat,['deep new wave']
30759,Vivian Chow,"['c-pop', 'cantopop', 'classic cantopop']"
30760,Vivian Green,"['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
30761,Vivian Lobo,['classic bollywood']
30765,Vixen,"['glam metal', 'hard rock', 'sleaze rock']"
30766,Vixenta,['australian black metal']
30767,Viyada Komarakul Na Nakorn,['classic thai pop']
30769,Vlach Quartet Prague,['string quartet']
30771,Vlada Asanin,['funky tech house']
30772,Vladimir 518,"['czech hip hop', 'czsk hip hop']"
30773,Vladimir Ashkenazy,"['classical', 'classical performance', 'russian classical piano']"
30775,Vladimir Cosma,"['chanson', 'french soundtrack', 'vintage french electronic']"
30778,Vladimir Feltsman,"['classical piano', 'russian classical piano']"
30780,Vladimir Horowitz,"['classical', 'classical performance', 'classical piano', 'russian classical piano']"
30782,Vladimir Mikulka,['classical guitar']
30785,Vladimir Sofronitsky,"['historic piano performance', 'russian classical piano']"
30790,Vlado Perlemuter,"['classical piano', 'french classical piano']"
30794,Voces Del Rancho,"['corrido', 'deep regional mexican', 'norteno']"
30795,Voice,"['alternative pop', 'alternative rock', 'anti-folk', 'art rock', 'dance rock', 'dream pop', 'freak folk', 'garage psych', 'gbvfi', 'indie pop', 'indie rock', 'lo-fi', 'modern power pop', 'noise pop', 'ohio indie', 'post-hardcore', 'power pop']"
30796,Voice Male,"['a cappella', 'christian a cappella', 'college a cappella', 'lds']"
30798,Voices of Ascension Chorus,"['american choir', 'choral']"
30799,Voices of Theory,['boy band']
30800,Void Vision,"['australian metalcore', 'australian post-hardcore', 'melodic metalcore', 'metalcore']"
30801,Voivod,"['canadian metal', 'cyberpunk', 'death metal', 'metal', 'old school thrash', 'speed metal', 'technical thrash', 'thrash metal']"
30802,Vojo Stojanoski,['macedonian folk']
30803,Volbeat,"['alternative metal', 'danish metal', 'danish rock']"
30805,Voltio,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
30807,Von Spar,"['cologne indie', 'german indie', 'german indie pop', 'neo-kraut']"
30808,Von Wegen Lisbeth,"['german indie', 'german pop', 'german rock']"
30809,Voodoo Glow Skulls,"['chicano punk', 'modern ska punk', 'punk', 'ska', 'ska mexicano', 'ska punk', 'skate punk']"
30812,Vox Dei,"['argentine rock', 'latin metal', 'latin rock', 'rock en espanol', 'rock nacional']"
30813,Voxtrot,"['austindie', 'indie pop', 'indie rock']"
30814,Voz De Mando,"['corrido', 'deep regional mexican', 'latin hip hop', 'norteno', 'nuevo regional mexicano', 'ranchera', 'regional mexican']"
30815,Voz Veis,"['latin', 'latin pop', 'pop reggaeton']"
30818,Vulfpeck,"['ann arbor indie', 'funk rock', 'instrumental funk']"
30819,Vundabar,"['boston indie', 'indie garage rock', 'indie rock']"
30827,Václav Talich,"['historic orchestral performance', 'orchestral performance']"
30829,Vása Prihoda,['historic classical performance']
30830,Váso Stamatopoúlou,['greek clarinet']
30832,Véronique Sanson,"['chanson', 'french pop']"
30833,Víctor Manuel,"['latin', 'modern salsa', 'salsa', 'salsa peruana', 'salsa puertorriquena', 'tropical']"
30834,Víctor Manuelle,"['latin', 'modern salsa', 'salsa', 'salsa peruana', 'salsa puertorriquena', 'tropical']"
30835,Vítězslav Novák,"['czech classical', 'czech classical piano']"
30836,W&W,"['big room', 'deep big room', 'dutch trance', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'trance']"
30838,W.A.S.P.,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
30839,W.E.B. DuBois,['motivation']
30841,WAIO,"['full on', 'psychedelic trance']"
30842,WALK THE MOON,"['dance pop', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
30843,WC,"['gangster rap', 'hip hop', 'hyphy', 'rap', 'west coast rap']"
30844,WDR Sinfonieorchester Köln,"['classical performance', 'german orchestra', 'orchestra']"
30847,WILLOW,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
30848,WNX,['white noise']
30850,WWE,['wrestling']
30851,WYNNE,['la pop']
30852,WYS,['lo-fi beats']
30853,WZRD,['psychedelic hip hop']
30854,Wabie,['bedroom pop']
30855,Wach,"['bass trap', 'brostep', 'deathstep', 'dubstep', 'edm', 'electro house', 'electronic trap', 'gaming dubstep']"
30856,Wade Bowen,"['outlaw country', 'red dirt', 'texas country']"
30857,Wade Hayes,"['country', 'country road', 'oklahoma country']"
30859,Wadih El Safi,"['arab folk', 'arab pop', 'classic arab pop', 'lebanese pop']"
30860,Wafia,"['australian indie', 'australian pop']"
30861,Wah!,"['deep tropical house', 'edm', 'pop dance', 'pop edm', 'tropical house']"
30864,Wahlströms,['dansband']
30865,Waii,['pinoy hip hop']
30866,Wailing Souls,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rock steady', 'roots reggae', 'ska']"
30867,Waka Flocka Flame,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
30869,Wakin Chau,"['c-pop', 'classic cantopop', 'classic mandopop', 'mandopop']"
30872,Waldemar Kmentt,['classical tenor']
30873,Walden,['teen pop']
30874,Wale,"['dance pop', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
30875,Walker,"['pop', 'r&b']"
30876,Walker Hayes,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
30877,Walking Dead On Broadway,"['blackened deathcore', 'deathcore', 'progressive deathcore']"
30878,Walking Rumor,['danish metal']
30879,Wall Of Voodoo,"['dance rock', 'new romantic', 'new wave', 'post-punk', 'synthpop']"
30883,Wallows,"['indie pop', 'modern rock', 'rock']"
30884,Wally B.,['movie tunes']
30885,Wally Stott,['light music']
30886,Wally Stott & His Orchestra,['light music']
30888,Walta,"['hawaiian', 'jawaiian']"
30889,Walter,"['chicago indie', 'indie garage rock', 'indie pop', 'modern rock']"
30890,Walter Aziz,['assyrian pop']
30891,Walter Beasley,"['jazz saxophone', 'smooth jazz', 'smooth saxophone']"
30892,Walter Becker,['yacht rock']
30894,Walter Berry,['classical bass']
30897,Walter Brennan,['traditional country']
30900,Walter Coronda,['gypsy jazz']
30901,Walter Damrosch,"['american romanticism', 'historic orchestral performance']"
30903,Walter Egan,['soft rock']
30905,Walter Gieseking,"['classical performance', 'german classical piano', 'historic piano performance']"
30908,Walter Hawkins,['gospel']
30910,Walter Huston,['vintage swing']
30916,Walter Murphy,"['disco', 'hammond organ']"
30919,Walter Susskind,['classical']
30922,Walter Wanderley,"['bossa nova', 'easy listening', 'exotica', 'jazz organ', 'lounge', 'space age pop']"
30927,Waltraud Meier,['classical mezzo-soprano']
30930,Wanda Jackson,"['nashville sound', 'oklahoma country', 'rock-and-roll', 'rockabilly']"
30933,Wandsworth School Boys Choir,"[""children's choir""]"
30934,Wang Chung,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
30935,Wang Zhi Lei,"['c-pop', 'classic mandopop', 'vintage chinese pop']"
30938,War,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
30940,Warda,"['arab pop', 'belly dance', 'classic arab pop']"
30941,Wardell Gray,"['cool jazz', 'jazz saxophone']"
30942,Wardruna,"['nordic folk', 'rune folk', 'viking folk']"
30943,Warlock,"['british modern classical', 'early modern classical']"
30944,Warne Marsh,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz saxophone']"
30945,Warner Bros Studio Orchestra,['classic soundtrack']
30946,Warp 9,"['afrofuturism', 'electro']"
30947,Warrant,"['album rock', 'glam metal', 'hard rock', 'rock']"
30948,Warren G,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
30949,Warren Haynes,"['blues rock', 'country rock', 'electric blues', 'jam band', 'modern blues', 'southern rock']"
30951,Warren Hill,"['smooth jazz', 'smooth saxophone']"
30954,Warren Zevon,"['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']"
30958,Washed Out,"['alternative dance', 'chillwave', 'dream pop', 'indie pop', 'indie rock', 'indietronica', 'neo-synthpop', 'nu gaze', 'shimmer pop']"
30960,Wasted Youth,"['crossover thrash', 'hardcore punk', 'punk', 'thrash core']"
30963,Water Sound Natural White Noise,"['sleep', 'white noise']"
30965,Waterparks,"['modern rock', 'neon pop punk', 'pixie', 'pop punk', 'rock', 'social media pop', 'texas pop punk']"
30966,Watsky,"['abstract hip hop', 'comic', 'indie pop rap', 'modern rock', 'pop rap']"
30967,Waveshaper,"['spacewave', 'synthwave']"
30968,Wavves,"['indie garage rock', 'indie rock', 'indie surf', 'lo-fi', 'noise pop', 'noise rock', 'nu gaze', 'san diego indie', 'surf punk']"
30969,Wax,"['alabama indie', 'art pop', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock']"
30970,Wax Tailor,"['electronica', 'ninja', 'nu jazz', 'trip hop', 'turntablism']"
30973,Way Out West,"['classic progressive house', 'nu skool breaks', 'progressive house', 'trance', 'uplifting trance']"
30974,WayV,"['chinese idol pop', 'k-pop']"
30975,Waylon Jennings,"['country', 'country rock', 'outlaw country', 'texas country']"
30976,Wayman Tisdale,['smooth jazz']
30978,Wayne Fontana & The Mindbenders,"['british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']"
30980,Wayne Gratz,"['new age', 'new age piano']"
30981,Wayne Hancock,"['alternative country', 'outlaw country', 'roots americana']"
30984,Wayne Marsh,['choral']
30985,Wayne Newton,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
30986,Wayne Shorter,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz saxophone', 'soul jazz', 'vocal jazz']"
30988,Wayne Static,"['alternative metal', 'industrial metal', 'nu metal']"
30989,Wayne Toups,"['cajun', 'swamp pop', 'zydeco']"
30990,Wayne Walker,['vintage rockabilly']
30991,Wayne Watson,"['christian music', 'deep christian rock']"
30992,Wayne Wonder,"['dancehall', 'lovers rock', 'modern reggae', 'old school dancehall', 'reggae fusion', 'soca']"
30993,Waynflete Singers,['british choir']
30994,Wayniac,['g funk']
30996,Wc And The Maad Circle,"['g funk', 'gangster rap', 'west coast rap']"
30997,We,"['canadian contemporary r&b', 'canadian pop', 'pop']"
30998,We Came As Romans,"['christian rock', 'melodic metalcore', 'metalcore', 'post-screamo', 'screamo', 'trancecore']"
30999,We The Kings,"['neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']"
31000,We Were Promised Jetpacks,"['indie rock', 'modern rock', 'scottish indie']"
31001,Weather Factory,"['asmr', 'water']"
31002,Weather Report,"['art rock', 'bebop', 'contemporary post-bop', 'jazz', 'jazz funk', 'jazz fusion']"
31003,Weathers,"['indie pop', 'modern alternative rock', 'modern rock']"
31004,Webb Pierce,"['honky tonk', 'rockabilly', 'western swing']"
31005,Webbie,"['baton rouge rap', 'crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
31006,Wedard,"['cosmic black metal', 'depressive black metal', 'german black metal']"
31007,Ween,['alternative rock']
31008,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'rock']"
31009,Wehbba,"['brazilian techno', 'deep minimal techno', 'minimal techno', 'tech house']"
31010,WeiWei Wuu,['erhu']
31012,Weird Paul,['outsider']
31015,Weißes Rauschen HD,['sleep']
31016,Weldon Irvine,"['indie jazz', 'jazz funk', 'soul jazz']"
31018,Welsh National Opera Orchestra,['opera']
31020,Wendell Marshall,['jazz double bass']
31021,Wendy & Bonnie,['psychedelic folk']
31022,Wendy & Lisa,"['minneapolis sound', 'new wave pop']"
31029,Werly Fairburn,"['rockabilly', 'traditional rockabilly']"
31031,Werner Egk,"['austro-german modernism', 'german opera']"
31033,Werner Haas,['german classical piano']
31037,Wes Montgomery,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz guitar', 'soul jazz']"
31038,Wes Montgomery Trio,"['jazz guitar', 'jazz trio']"
31040,Wes Walker,"['deep underground hip hop', 'viral trap']"
31042,Wesley Willis,['outsider']
31043,West Side Story Ensemble,['broadway']
31047,West Way,"['classic progressive house', 'nu skool breaks', 'progressive house', 'trance', 'uplifting trance']"
31048,West.K,['groove room']
31051,Westlife,"['boy band', 'dance pop', 'europop']"
31052,Westminster Choir,"['american choir', 'choral']"
31053,Westside Connection,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']"
31054,Wet,['texas country']
31055,Wet Wet Wet,['texas country']
31056,Wet Willie,"['country rock', 'southern rock']"
31060,Wham!,"['dance rock', 'europop', 'new romantic', 'new wave pop']"
31061,What So Not,"['aussietronica', 'edm', 'electro house', 'electronic trap', 'electropop', 'escape room', 'future bass', 'vapor twitch']"
31062,Wheatus,['pop rock']
31063,Wheeler Walker Jr.,"['outlaw country', 'redneck']"
31065,When In Rome,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
31066,Whethan,"['edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house', 'vapor soul', 'vapor twitch']"
31067,Whigfield,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'hip house']"
31068,Whiplash,"['death metal', 'metal', 'old school thrash', 'speed metal', 'thrash metal']"
31070,Whiskey Myers,"['modern southern rock', 'texas country']"
31071,Whiskeytown,"['alternative country', 'country rock', 'folk', 'new americana', 'roots rock']"
31073,Whistla,['future garage']
31075,White Flag,['hardcore punk']
31077,White Lion,"['album rock', 'glam metal', 'hard rock', 'rock']"
31078,White Noise,['sleep']
31079,White Noise Babies,['sleep']
31080,White Noise Baby Sleep,['sleep']
31081,White Noise Baby Sleep Music,['sleep']
31082,White Noise For Baby Sleep,"['environmental', 'sleep']"
31083,White Noise Meditation,['sleep']
31084,White Noise Research,['sleep']
31085,White Noise Sound Garden,['sleep']
31086,White Noise Therapy,['sleep']
31087,White Noise for Babies,['sleep']
31088,White Noise for Deeper Sleep,['sleep']
31089,White Plains,"['bubblegum pop', 'classic uk pop']"
31091,White Sever,['berlin minimal techno']
31092,White Star,['norman ok indie']
31093,White Town,['derby indie']
31094,White Zombie,"['alternative metal', 'alternative rock', 'hard rock', 'industrial metal', 'metal', 'nu metal', 'rap metal', 'rap rock', 'rock']"
31096,Whiteout,['progressive trance']
31098,Whitesnake,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
31099,Whitey Morgan and the 78's,"['country rock', 'modern southern rock', 'new americana', 'outlaw country', 'roots americana', 'roots rock']"
31100,Whitney,"['dance pop', 'pop', 'urban contemporary']"
31101,Whitney Houston,"['dance pop', 'pop', 'urban contemporary']"
31103,WhoHeem,['viral rap']
31104,Whodini,"['east coast hip hop', 'electro', 'funk', 'gangster rap', 'hip hop', 'hip house', 'new jack swing', 'old school hip hop', 'quiet storm', 'rap']"
31106,Why Don't We,"['boy band', 'pop', 'post-teen pop', 'teen pop']"
31107,Why Not,['minneapolis indie']
31109,WiT,"['melodic rap', 'pop rap', 'rap', 'trap']"
31110,Wicca Phase Springs Eternal,"['dark trap', 'emo rap', 'underground hip hop']"
31113,Wicked Lady,['psychedelic blues-rock']
31116,Wideboys,"['bassline', 'uk garage']"
31117,Widelife,['vocal house']
31118,Widespread Panic,"['athens indie', 'jam band', 'roots rock', 'southern rock']"
31120,Wiener Akademie Kammerchor,"['austrian choir', 'chamber choir']"
31121,Wiener Akademie-Chor,['austrian choir']
31123,Wiener Hofmusikkapelle,['austrian orchestra']
31124,Wiener Johann Strauss Orchester,"['austrian orchestra', 'orchestra']"
